ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,R_rev,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
9637496,Comfortable Studio in Tsim Sha Tsui,49839894,https://www.airbnb.com/s/Hongkong?page=1,547,"This cozy studio is about 240sqft, fully furnished, newly renovated in November 2015 and decorated in western high standing hotel room. It's located at the heart of busy Tsim Sha Tsui District.",Tom,November 2015,22.299263865711517,114.17495206303771,No,Moderate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$100 HKD,$800 HKD,No Charge,5%,5%,5,4.5,4.5,5,4.5,4.5,9,2,1,Real Bed,0,12:00 PM (noon),10:00 AM,1,Apartment,
8035581,Cozy studio room with balcony,1280411,https://www.airbnb.com/s/Hongkong?page=1,180,"I have a spare bed in my cozy studio room, well situated and convenient place to stay. its 3rd floor walk up but then its a chill place to stay while ur visiting hongkong.",Liz,October 2011,22.279980317185974,114.1758411767006,No,Strict,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,4.5,5,5,5,4.5,4.5,27,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,
10601233,Modern design in heart of Wan Chai,54702783,https://www.airbnb.com/s/Hongkong?page=1,797,,,,22.276095317821497,114.1772638317811,No,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5711344,Private bedroom in heart of HK!,4746548,https://www.airbnb.com/s/Hongkong?page=1,461,,,,22.278790972055365,114.18003319551593,No,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380808,雙人大床房,14997120,https://www.airbnb.com/s/Hongkong?page=1,352,,,,22.3218439738027,114.16995065914485,No,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10698433,Right in the center of Hong Kong.,37682794,https://www.airbnb.com/s/Hongkong?page=1,121,,,,22.32026631966101,114.17049350950961,No,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601492,Chic-Classy on Harbourfront,27075160,https://www.airbnb.com/s/Hongkong?page=1,852,,,,22.288916565676598,114.14525048512812,No,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645263,Convenient new building,22478328,https://www.airbnb.com/s/Hongkong?page=1,250,,,,22.278017921119826,114.17837663655251,No,,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8786258,Nice flat in Soho & private rooftop,39928243,https://www.airbnb.com/s/Hongkong?page=1,328,,,,22.28234788529499,114.15310698687524,No,,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9673285,Bright Family Room (TST),27405997,https://www.airbnb.com/s/Hongkong?page=1,453,,,,22.30208521777292,114.17425621234673,No,,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
